group,feature_dropped,anchor_feature,abs_correlation,threshold,method
expression,EXPR_AGXT,EXPR_ACSM2B,0.9694464908971113,0.85,full_correlation_matrix
expression,EXPR_C4BPB,EXPR_C4BPA,0.9694378338536835,0.85,full_correlation_matrix
expression,EXPR_APOH,EXPR_AMBP,0.9687242018478445,0.85,full_correlation_matrix
expression,EXPR_HULC,EXPR_FHR2,0.9685530095073356,0.85,full_correlation_matrix
expression,EXPR_TDD,EXPR_AKR1C1,0.9683485395983091,0.85,full_correlation_matrix
expression,EXPR_TM4SF4,EXPR_MODY1,0.9681770444016741,0.85,full_correlation_matrix
expression,EXPR_SLC2A2,EXPR_ADH1A,0.9679924621185777,0.85,full_correlation_matrix
expression,EXPR_G6PC,EXPR_CYP4A11,0.9679184406955981,0.85,full_correlation_matrix
expression,EXPR_AGXT2,EXPR_ACSM2A,0.9674956729963339,0.85,full_correlation_matrix
expression,EXPR_KRT8,EXPR_KRT18,0.9673339660572468,0.85,full_correlation_matrix
expression,EXPR_AMBP,EXPR_ALB,0.967257651200475,0.85,full_correlation_matrix
expression,EXPR_SLC17A4,EXPR_F11,0.9668369475415923,0.85,full_correlation_matrix
expression,EXPR_AHSG,EXPR_ACSM2B,0.9664211133861447,0.85,full_correlation_matrix
expression,EXPR_CYP4A11,EXPR_C8A,0.966089837620998,0.85,full_correlation_matrix
expression,EXPR_SERPIND1,EXPR_F2,0.9660332729126471,0.85,full_correlation_matrix
expression,EXPR_ADH6,EXPR_A1CF,0.9659348442507721,0.85,full_correlation_matrix
expression,EXPR_F11,EXPR_AMBP,0.9658043899631064,0.85,full_correlation_matrix
expression,EXPR_CPA1,EXPR_CELA3A,0.9657721305975767,0.85,full_correlation_matrix
expression,EXPR_SLC22A7,EXPR_AFM,0.9656897874890799,0.85,full_correlation_matrix
expression,EXPR_F9,EXPR_ACSM2A,0.9655308569574217,0.85,full_correlation_matrix
expression,EXPR_C4BPA,EXPR_AMBP,0.9655040197466829,0.85,full_correlation_matrix
expression,EXPR_NR1H4,EXPR_AMBP,0.9654799113789826,0.85,full_correlation_matrix
expression,EXPR_APCS,EXPR_AMBP,0.964414551137907,0.85,full_correlation_matrix
expression,EXPR_UGT1A9,EXPR_UGT1A6,0.9643580663860787,0.85,full_correlation_matrix
expression,EXPR_HMGCS2,EXPR_A1CF,0.9641787392858996,0.85,full_correlation_matrix
expression,EXPR_ASGR2,EXPR_ASGR1,0.9639352638781036,0.85,full_correlation_matrix
expression,EXPR_APOB,EXPR_ALB,0.9637607002981179,0.85,full_correlation_matrix
expression,EXPR_VTN,EXPR_FGB,0.9634712100056377,0.85,full_correlation_matrix
expression,EXPR_CPB2,EXPR_BDK,0.963259357849368,0.85,full_correlation_matrix
expression,EXPR_PGLYRP2,EXPR_HRG,0.9628569586890404,0.85,full_correlation_matrix
expression,EXPR_AKR1C4,EXPR_ADH1A,0.9621091020563739,0.85,full_correlation_matrix
expression,EXPR_TM4SF5,EXPR_C4BPB,0.9620362483271309,0.85,full_correlation_matrix
expression,EXPR_SLC17A2,EXPR_F2,0.9616378011055201,0.85,full_correlation_matrix
expression,EXPR_APOA1,EXPR_AHSG,0.9613186575176771,0.85,full_correlation_matrix
expression,EXPR_DIO1,EXPR_ACSM2B,0.9612708710543674,0.85,full_correlation_matrix
expression,EXPR_FABP1,EXPR_APOA1,0.9612489588966044,0.85,full_correlation_matrix
expression,EXPR_PLI,EXPR_ITIH1,0.961236218541293,0.85,full_correlation_matrix
expression,EXPR_SERPINA4,EXPR_MODY1,0.9610830414845078,0.85,full_correlation_matrix
expression,EXPR_SERPINA11,EXPR_F2,0.960994734912503,0.85,full_correlation_matrix
expression,EXPR_SLC10A1,EXPR_RTP3,0.9607204408933677,0.85,full_correlation_matrix
expression,EXPR_UPB1,EXPR_ACSM2B,0.959997701463001,0.85,full_correlation_matrix
expression,EXPR_SERPINA7,EXPR_FHR2,0.9597005891457516,0.85,full_correlation_matrix
expression,EXPR_DPYS,EXPR_ACSM2A,0.959472006775861,0.85,full_correlation_matrix
expression,EXPR_RTP3,EXPR_ACSM2A,0.9592028388132156,0.85,full_correlation_matrix
expression,EXPR_PAH,EXPR_APOH,0.958000621503706,0.85,full_correlation_matrix
expression,EXPR_LEAP2,EXPR_HPX,0.9575219523948647,0.85,full_correlation_matrix
expression,EXPR_UGT1A4,EXPR_UGT1A3,0.9574096236523422,0.85,full_correlation_matrix
expression,EXPR_C3P1,EXPR_ACSM2A,0.9565106406542666,0.85,full_correlation_matrix
expression,EXPR_RBP4,EXPR_APOH,0.9563706799688082,0.85,full_correlation_matrix
expression,EXPR_ALB,EXPR_ADH1A,0.9563252058675837,0.85,full_correlation_matrix
expression,EXPR_ITIH2,EXPR_ALB,0.9562423896460098,0.85,full_correlation_matrix
expression,EXPR_ALDOB,EXPR_A1CF,0.9560225874278104,0.85,full_correlation_matrix
expression,EXPR_GLTPD2,EXPR_F2,0.9557077152981871,0.85,full_correlation_matrix
expression,EXPR_CFHR1,EXPR_BDK,0.9556142588748708,0.85,full_correlation_matrix
expression,EXPR_CPN2,EXPR_ACSM2A,0.955591634580477,0.85,full_correlation_matrix
expression,EXPR_GLYATL1,EXPR_C8A,0.955486134544126,0.85,full_correlation_matrix
expression,EXPR_PON1,EXPR_F2,0.9553757431991055,0.85,full_correlation_matrix
expression,EXPR_CYP8B1,EXPR_ACSM2A,0.9547842929845508,0.85,full_correlation_matrix
expression,EXPR_ADH1A,EXPR_ACSM2B,0.9547674142381747,0.85,full_correlation_matrix
expression,EXPR_DMGDH,EXPR_BHMT2,0.9546701017913111,0.85,full_correlation_matrix
expression,EXPR_PROC,EXPR_APOH,0.9546695950434245,0.85,full_correlation_matrix
expression,EXPR_FGL1,EXPR_FGG,0.9542379882346955,0.85,full_correlation_matrix
expression,EXPR_PLP1,EXPR_GPM6B,0.9538915921413218,0.85,full_correlation_matrix
expression,EXPR_ACSM2A,EXPR_ABCG8,0.9536317773159205,0.85,full_correlation_matrix
expression,EXPR_TMPRSS6,EXPR_APOH,0.9536055103951363,0.85,full_correlation_matrix
expression,EXPR_F7,EXPR_F2,0.9534572708751222,0.85,full_correlation_matrix
expression,EXPR_CFHR4,EXPR_ACSM2A,0.9533695948884298,0.85,full_correlation_matrix
expression,EXPR_C8G,EXPR_BDK,0.952901492789822,0.85,full_correlation_matrix
expression,EXPR_HGD,EXPR_C4BPB,0.9527126206288311,0.85,full_correlation_matrix
expression,EXPR_GLYAT,EXPR_CYP8B1,0.952573096619355,0.85,full_correlation_matrix
expression,EXPR_APOF,EXPR_AGXT2,0.9525365692872909,0.85,full_correlation_matrix
expression,EXPR_SAA4,EXPR_ORM1,0.9522320991868221,0.85,full_correlation_matrix
expression,EXPR_CYP2C9,EXPR_ADH6,0.9518593445309602,0.85,full_correlation_matrix
expression,EXPR_APOC4,EXPR_ACSM2A,0.9517782907407689,0.85,full_correlation_matrix
expression,EXPR_AADAC,EXPR_A1CF,0.9516618164441865,0.85,full_correlation_matrix
expression,EXPR_PRAP1,EXPR_C4BPB,0.9515474318616617,0.85,full_correlation_matrix
expression,EXPR_SPP2,EXPR_CYP4A22,0.9512235743017892,0.85,full_correlation_matrix
expression,EXPR_ABCG8,EXPR_ABCG5,0.9511993441893385,0.85,full_correlation_matrix
expression,EXPR_DAO,EXPR_ACSM2A,0.9511530837900882,0.85,full_correlation_matrix
expression,EXPR_BHMT,EXPR_ACSM2A,0.9510899056060221,0.85,full_correlation_matrix
expression,EXPR_INS,EXPR_GCG,0.9508395158046876,0.85,full_correlation_matrix
expression,EXPR_CREB3L3,EXPR_APOB,0.9505242306184271,0.85,full_correlation_matrix
expression,EXPR_CFHR5,EXPR_ACSM2B,0.9504674485301025,0.85,full_correlation_matrix
expression,EXPR_ITIHL1,EXPR_ALB,0.950052950037257,0.85,full_correlation_matrix
expression,EXPR_OTC,EXPR_ABCG8,0.9499038084528999,0.85,full_correlation_matrix
expression,EXPR_FTCD,EXPR_ANGPTL3,0.9490930422938547,0.85,full_correlation_matrix
expression,EXPR_FOXA2,EXPR_ANKS4B,0.9490339820009197,0.85,full_correlation_matrix
expression,EXPR_ITIH3,EXPR_ADH1A,0.9489499028378043,0.85,full_correlation_matrix
expression,EXPR_CYP2D6,EXPR_APOC3,0.9485535480437743,0.85,full_correlation_matrix
expression,EXPR_NR0B2,EXPR_GC,0.948462087295683,0.85,full_correlation_matrix
expression,EXPR_TAT,EXPR_HPX,0.9475896208914171,0.85,full_correlation_matrix
expression,EXPR_CYP4A22,EXPR_ACSM2A,0.9474027798778594,0.85,full_correlation_matrix
expression,EXPR_CDHR5,EXPR_C4BPB,0.9473767429773277,0.85,full_correlation_matrix
expression,EXPR_KLB,EXPR_APOH,0.947340950915927,0.85,full_correlation_matrix
expression,EXPR_CEACAM6,EXPR_CEACAM5,0.9472994095766655,0.85,full_correlation_matrix
expression,EXPR_ANGPTL8,EXPR_AHSG,0.947280437303525,0.85,full_correlation_matrix
expression,EXPR_F10,EXPR_APOH,0.9471801487792686,0.85,full_correlation_matrix
expression,EXPR_LECT2,EXPR_APOA5,0.9461415701518284,0.85,full_correlation_matrix
expression,EXPR_UGT2B15,EXPR_SLC17A4,0.9458540217282698,0.85,full_correlation_matrix
expression,EXPR_PDZK1,EXPR_GC,0.9452575762948223,0.85,full_correlation_matrix
expression,EXPR_PXE,EXPR_HGD,0.9450365890335737,0.85,full_correlation_matrix
expression,EXPR_HPR,EXPR_HP,0.9448939311625248,0.85,full_correlation_matrix
expression,EXPR_ASGR1,EXPR_AHSG,0.9444916444489754,0.85,full_correlation_matrix
expression,EXPR_CES1P1,EXPR_CES1,0.9443023312282728,0.85,full_correlation_matrix
expression,EXPR_INHBC,EXPR_F13B,0.9440402300649894,0.85,full_correlation_matrix
expression,EXPR_CPB1,EXPR_CPA1,0.9437876903178125,0.85,full_correlation_matrix
expression,EXPR_SLC38A4,EXPR_SERPINA10,0.9437743120310764,0.85,full_correlation_matrix
expression,EXPR_MLANA,EXPR_D12S53E,0.9437540014311421,0.85,full_correlation_matrix
expression,EXPR_CYP4F2,EXPR_ACSM2A,0.9434632872673001,0.85,full_correlation_matrix
expression,EXPR_ADH4,EXPR_ADH1A,0.9433367421479862,0.85,full_correlation_matrix
expression,EXPR_AKR1D1,EXPR_ACSM2B,0.9431295271664906,0.85,full_correlation_matrix
expression,EXPR_CCL15,EXPR_A1CF,0.9427972793873867,0.85,full_correlation_matrix
expression,EXPR_MBL2,EXPR_FHR2,0.9426570201002779,0.85,full_correlation_matrix
expression,EXPR_HEPN1,EXPR_HEPACAM,0.9426329296634702,0.85,full_correlation_matrix
expression,EXPR_UGT1A6,EXPR_C4BPB,0.9425644767483747,0.85,full_correlation_matrix
expression,EXPR_TMPRSS4,EXPR_CEACAM6,0.9408553599438861,0.85,full_correlation_matrix
expression,EXPR_SERPINA1,EXPR_C4BPB,0.94023007900826,0.85,full_correlation_matrix
expression,EXPR_CYP2A6,EXPR_ACSM2A,0.9401447481860556,0.85,full_correlation_matrix
expression,EXPR_ENPP7,EXPR_ACSM2B,0.9401274680255796,0.85,full_correlation_matrix
expression,EXPR_GSTA2,EXPR_GSTA1,0.9395810519350692,0.85,full_correlation_matrix
expression,EXPR_CYP2B,EXPR_ADH6,0.938810845596969,0.85,full_correlation_matrix
expression,EXPR_GYS2,EXPR_ACSM2A,0.9384623859889315,0.85,full_correlation_matrix
expression,EXPR_LRG1,EXPR_C4BPB,0.9382795607140019,0.85,full_correlation_matrix
expression,EXPR_PCK1,EXPR_ALDOB,0.9381403029049078,0.85,full_correlation_matrix
expression,EXPR_HSD17B5,EXPR_AKR1C1,0.9380850606516578,0.85,full_correlation_matrix
expression,EXPR_GSTA1,EXPR_ALDOB,0.9374878010296764,0.85,full_correlation_matrix
expression,EXPR_UGT1A1,EXPR_CREB3L3,0.9363879466148506,0.85,full_correlation_matrix
expression,EXPR_GPM6B,EXPR_C4BPB,0.935551399996153,0.85,full_correlation_matrix
expression,EXPR_TMEM184A,EXPR_CBLC,0.9353415860854244,0.85,full_correlation_matrix
expression,EXPR_PRSS1,EXPR_CTRB1,0.9345514449673186,0.85,full_correlation_matrix
expression,EXPR_TRPM1,EXPR_MLANA,0.9340275804096975,0.85,full_correlation_matrix
expression,EXPR_FETUB,EXPR_F9,0.9339545819289435,0.85,full_correlation_matrix
expression,EXPR_GOLT1A,EXPR_C4BPB,0.9331549958996753,0.85,full_correlation_matrix
expression,EXPR_MASP2,EXPR_HPX,0.9328231179652674,0.85,full_correlation_matrix
expression,EXPR_HP,EXPR_ASGR1,0.9327371193779841,0.85,full_correlation_matrix
expression,EXPR_TFR2,EXPR_HPX,0.9323858506657843,0.85,full_correlation_matrix
expression,EXPR_CFB,EXPR_C4BPB,0.9323379499086059,0.85,full_correlation_matrix
expression,EXPR_DDC,EXPR_ANKS4B,0.9322760904543039,0.85,full_correlation_matrix
expression,EXPR_CYP2C8,EXPR_C8A,0.9321954467304101,0.85,full_correlation_matrix
expression,EXPR_SLC39A5,EXPR_SERPINA4,0.9312468211045637,0.85,full_correlation_matrix
expression,EXPR_ALDH8A1,EXPR_AFM,0.9306175859609234,0.85,full_correlation_matrix
expression,EXPR_HNF1B,EXPR_CCDC198,0.9304938611673327,0.85,full_correlation_matrix
expression,EXPR_PAQR9,EXPR_ASGR1,0.9304234659509931,0.85,full_correlation_matrix
expression,EXPR_TRIM15,EXPR_TM4SF4,0.9301363661396984,0.85,full_correlation_matrix
expression,EXPR_SERPINB5,EXPR_COL17A1,0.9298691718882963,0.85,full_correlation_matrix
expression,EXPR_ANKS4B,EXPR_A1CF,0.9297368617882144,0.85,full_correlation_matrix
expression,EXPR_CFHR3,EXPR_CFHR1,0.9293242502659916,0.85,full_correlation_matrix
expression,EXPR_KRTL1,EXPR_KRT6A,0.9292750818159011,0.85,full_correlation_matrix
expression,EXPR_CRP,EXPR_APCS,0.9291797993895874,0.85,full_correlation_matrix
expression,EXPR_GRB7,EXPR_CBLC,0.9290704728435824,0.85,full_correlation_matrix
expression,EXPR_ACMSD,EXPR_A1CF,0.9289670921323885,0.85,full_correlation_matrix
expression,EXPR_ARG1,EXPR_ACSM2B,0.9289145394397149,0.85,full_correlation_matrix
expression,EXPR_LBP,EXPR_ASGR2,0.9283210790402026,0.85,full_correlation_matrix
expression,EXPR_RDH16,EXPR_CYP8B1,0.9278034325691549,0.85,full_correlation_matrix
expression,EXPR_NCAN,EXPR_GFAP,0.9276908757310064,0.85,full_correlation_matrix
expression,EXPR_HSD17B2,EXPR_CYP2C18,0.9276389446708927,0.85,full_correlation_matrix
expression,EXPR_PIPOX,EXPR_HPR,0.92698695949538,0.85,full_correlation_matrix
expression,EXPR_CYP3A5,EXPR_ANKS4B,0.9267368135245477,0.85,full_correlation_matrix
expression,EXPR_GCKR,EXPR_C4BPB,0.924912709177705,0.85,full_correlation_matrix
expression,EXPR_HABP2,EXPR_GC,0.9246736131970305,0.85,full_correlation_matrix
expression,EXPR_IGSF11,EXPR_GPM6B,0.9239514661051328,0.85,full_correlation_matrix
expression,EXPR_CYP4F3,EXPR_CYP4F12,0.9239509391548587,0.85,full_correlation_matrix
expression,EXPR_KLKB1,EXPR_ITIHL1,0.9238043004420743,0.85,full_correlation_matrix
expression,EXPR_HPD,EXPR_HP,0.9237723406066322,0.85,full_correlation_matrix
expression,EXPR_LIPC,EXPR_APOH,0.9237337222076577,0.85,full_correlation_matrix
expression,EXPR_SLC22A1,EXPR_SLC10A1,0.9235543009280491,0.85,full_correlation_matrix
expression,EXPR_SLC38A3,EXPR_RGN,0.9214751275962308,0.85,full_correlation_matrix
expression,EXPR_S100B,EXPR_PLP1,0.9214011316684819,0.85,full_correlation_matrix
expression,EXPR_NAT8,EXPR_APOA2,0.9213743789828023,0.85,full_correlation_matrix
expression,EXPR_BHMT2,EXPR_APOH,0.9212925603101935,0.85,full_correlation_matrix
expression,EXPR_PFIC2,EXPR_CYP8B1,0.9206421892535795,0.85,full_correlation_matrix
expression,EXPR_KRT6A,EXPR_KRT16,0.920624693667391,0.85,full_correlation_matrix
expression,EXPR_C6,EXPR_C4BPA,0.9202851126209816,0.85,full_correlation_matrix
expression,EXPR_MOGAT3,EXPR_FABP1,0.9200067911602929,0.85,full_correlation_matrix
expression,EXPR_ADH1B,EXPR_ADH1A,0.9196315945462252,0.85,full_correlation_matrix
expression,EXPR_SLC27A2,EXPR_C4BPB,0.9195008523515463,0.85,full_correlation_matrix
expression,EXPR_UGT2A3,EXPR_TM4SF4,0.9187624984702947,0.85,full_correlation_matrix
expression,EXPR_XDH,EXPR_CYP2C18,0.9181865237762872,0.85,full_correlation_matrix
expression,EXPR_C6orf71,EXPR_ANKS4B,0.9173982613195218,0.85,full_correlation_matrix
expression,EXPR_INHBE,EXPR_ANGPTL8,0.9169018552830424,0.85,full_correlation_matrix
expression,EXPR_ADH1C,EXPR_AADAC,0.9165176105581141,0.85,full_correlation_matrix
expression,EXPR_TRIM63,EXPR_LINC00518,0.9156273223179432,0.85,full_correlation_matrix
expression,EXPR_PTPRZ1,EXPR_GPM6B,0.9153933279796913,0.85,full_correlation_matrix
expression,EXPR_UGT1A3,EXPR_UGT1A1,0.9149995866548368,0.85,full_correlation_matrix
expression,EXPR_IGFBP1,EXPR_APOB,0.914880962530331,0.85,full_correlation_matrix
expression,EXPR_GPX2,EXPR_ELF3,0.9146186637040856,0.85,full_correlation_matrix
expression,EXPR_LGALS4,EXPR_HNF1B,0.9138071538925873,0.85,full_correlation_matrix
expression,EXPR_CES1,EXPR_AMBP,0.9136047841535652,0.85,full_correlation_matrix
expression,EXPR_HSD17B6,EXPR_HPR,0.9130111117069362,0.85,full_correlation_matrix
expression,EXPR_FGF21,EXPR_AFM,0.9129009939833821,0.85,full_correlation_matrix
expression,EXPR_RGN,EXPR_PIPOX,0.9127308744388686,0.85,full_correlation_matrix
expression,EXPR_CYP3A7,EXPR_BDK,0.912275445637775,0.85,full_correlation_matrix
expression,EXPR_SLC25A47,EXPR_CYP4A22,0.9120471015478765,0.85,full_correlation_matrix
expression,EXPR_ELF3,EXPR_CBLC,0.9118055940969315,0.85,full_correlation_matrix
expression,EXPR_FOXA1,EXPR_C4BPB,0.9109946633505159,0.85,full_correlation_matrix
expression,EXPR_ITGB6,EXPR_CEACAM6,0.9105677974792227,0.85,full_correlation_matrix
expression,EXPR_FOXA3,EXPR_FOXA2,0.9101203091844717,0.85,full_correlation_matrix
expression,EXPR_CCDC198,EXPR_ANKS4B,0.9093871295560826,0.85,full_correlation_matrix
expression,EXPR_HPN,EXPR_AMBP,0.9090592048623625,0.85,full_correlation_matrix
expression,EXPR_MLXIPL,EXPR_HGD,0.9089961639567714,0.85,full_correlation_matrix
expression,EXPR_VIL1,EXPR_TM4SF4,0.9078806349305512,0.85,full_correlation_matrix
expression,EXPR_PON3,EXPR_APOH,0.9069198848741673,0.85,full_correlation_matrix
expression,EXPR_CYP2C18,EXPR_ANKS4B,0.9068446168423097,0.85,full_correlation_matrix
expression,EXPR_KIF12,EXPR_HNF1B,0.9065850528755571,0.85,full_correlation_matrix
expression,EXPR_TJP3,EXPR_FUT6,0.9063747489193237,0.85,full_correlation_matrix
expression,EXPR_SLC45A2,EXPR_MLANA,0.9062834137499292,0.85,full_correlation_matrix
expression,EXPR_UGT2B11,EXPR_ANGPTL3,0.9051007576456592,0.85,full_correlation_matrix
expression,EXPR_SLC15A1,EXPR_CBLC,0.9050564652700838,0.85,full_correlation_matrix
expression,EXPR_MIR9-1HG,EXPR_GFAP,0.9046360029329416,0.85,full_correlation_matrix
expression,EXPR_FMO3,EXPR_APOH,0.9041919427303499,0.85,full_correlation_matrix
expression,EXPR_SLC6A1,EXPR_ATP2B2,0.9040962442360216,0.85,full_correlation_matrix
expression,EXPR_CYP4F12,EXPR_CDHR5,0.9031819396549899,0.85,full_correlation_matrix
expression,EXPR_FUT6,EXPR_ELF3,0.9026846463903178,0.85,full_correlation_matrix
expression,EXPR_EXTL1,EXPR_DOM,0.9024682582053779,0.85,full_correlation_matrix
expression,EXPR_TFF1,EXPR_AGR2,0.9018578080490212,0.85,full_correlation_matrix
expression,EXPR_ACOT12,EXPR_ABCG8,0.9014498370034455,0.85,full_correlation_matrix
expression,EXPR_SLC22A3,EXPR_C4BPB,0.9012119232378724,0.85,full_correlation_matrix
expression,EXPR_SLC30A10,EXPR_PAQR9,0.9006823975633633,0.85,full_correlation_matrix
expression,EXPR_MAGEA3,EXPR_MAGEA2,0.9001167731185009,0.85,full_correlation_matrix
expression,EXPR_TTR,EXPR_GC,0.8995151464131902,0.85,full_correlation_matrix
expression,EXPR_MTTP,EXPR_HPR,0.8994807100350213,0.85,full_correlation_matrix
expression,EXPR_TFF2,EXPR_TFF1,0.8991217990266571,0.85,full_correlation_matrix
expression,EXPR_MAL2,EXPR_ELF3,0.8988594507766381,0.85,full_correlation_matrix
expression,EXPR_CLDN3,EXPR_ANKS4B,0.8986382473058367,0.85,full_correlation_matrix
expression,EXPR_LINC00518,EXPR_D12S53E,0.8976301897720074,0.85,full_correlation_matrix
expression,EXPR_C9,EXPR_APOF,0.8972914814894598,0.85,full_correlation_matrix
expression,EXPR_AKR1C1,EXPR_ADH6,0.8964139264810321,0.85,full_correlation_matrix
expression,EXPR_GBP7,EXPR_C3P1,0.8956240814371703,0.85,full_correlation_matrix
expression,EXPR_F5,EXPR_A1CF,0.8950212686623736,0.85,full_correlation_matrix
expression,EXPR_PAX3,EXPR_DCT,0.8948510703715865,0.85,full_correlation_matrix
expression,EXPR_PCHC1,EXPR_KRT16,0.8940717878666079,0.85,full_correlation_matrix
expression,EXPR_CYP3A3,EXPR_ADH4,0.8928026884883011,0.85,full_correlation_matrix
expression,EXPR_PIGR,EXPR_LGALS4,0.8924460944467627,0.85,full_correlation_matrix
expression,EXPR_MAT1A,EXPR_CPB2,0.8920530774754953,0.85,full_correlation_matrix
expression,EXPR_AOX1,EXPR_ADH1A,0.8908806319108565,0.85,full_correlation_matrix
expression,EXPR_NSG1,EXPR_DOM,0.8901018878432417,0.85,full_correlation_matrix
expression,EXPR_GFAP,EXPR_AQP4,0.8892865838783246,0.85,full_correlation_matrix
expression,EXPR_MAGEA2,EXPR_MAGEA12,0.8892173103506977,0.85,full_correlation_matrix
expression,EXPR_RORC,EXPR_MODY1,0.8887778630993163,0.85,full_correlation_matrix
expression,EXPR_REG1B,EXPR_CTRB1,0.8884766269386786,0.85,full_correlation_matrix
expression,EXPR_HAO2,EXPR_F9,0.8863330131674036,0.85,full_correlation_matrix
expression,EXPR_ASPDH,EXPR_ACSM2A,0.8862795107704614,0.85,full_correlation_matrix
expression,EXPR_BAAT,EXPR_ADH1A,0.8848492350697659,0.85,full_correlation_matrix
expression,EXPR_RAB25,EXPR_CEACAM6,0.8847825701874302,0.85,full_correlation_matrix
expression,EXPR_CTSE,EXPR_CEACAM6,0.8838935750784143,0.85,full_correlation_matrix
expression,EXPR_HAL,EXPR_ARG1,0.883489294505425,0.85,full_correlation_matrix
expression,EXPR_SLC24A5,EXPR_PAX3,0.8834316781199169,0.85,full_correlation_matrix
expression,EXPR_OLIG2,EXPR_OLIG1,0.8809717829618513,0.85,full_correlation_matrix
expression,EXPR_KRT18,EXPR_GPM6B,0.8807132231481747,0.85,full_correlation_matrix
