group,feature_dropped,anchor_feature,abs_correlation,threshold,method
expression,EXPR_SLC22A3,EXPR_C4BPB,0.9145376818416482,0.75,full_correlation_matrix
expression,EXPR_CES1,EXPR_AMBP,0.9137915978764184,0.75,full_correlation_matrix
expression,EXPR_CYP2C18,EXPR_ALDOB,0.9137913371292611,0.75,full_correlation_matrix
expression,EXPR_BHMT2,EXPR_APOB,0.9134442875069579,0.75,full_correlation_matrix
expression,EXPR_PTPRZ1,EXPR_GPM6B,0.9134227382383667,0.75,full_correlation_matrix
expression,EXPR_UGT2B11,EXPR_UGT2B10,0.9121561955584395,0.75,full_correlation_matrix
expression,EXPR_TRIM63,EXPR_MLANA,0.9118921563588097,0.75,full_correlation_matrix
expression,EXPR_CCDC198,EXPR_ANKS4B,0.9115387897173285,0.75,full_correlation_matrix
expression,EXPR_CYP3A7,EXPR_BDK,0.9107138010873558,0.75,full_correlation_matrix
expression,EXPR_C6orf71,EXPR_ANKS4B,0.9102686772478369,0.75,full_correlation_matrix
expression,EXPR_ELF3,EXPR_CBLC,0.9099548445777412,0.75,full_correlation_matrix
expression,EXPR_GPX2,EXPR_FUT6,0.9096824831380811,0.75,full_correlation_matrix
expression,EXPR_IGFBP1,EXPR_APOB,0.9096639898349406,0.75,full_correlation_matrix
expression,EXPR_VIL1,EXPR_TM4SF4,0.9090560978033272,0.75,full_correlation_matrix
expression,EXPR_LGALS4,EXPR_HNF1B,0.9083665891468926,0.75,full_correlation_matrix
expression,EXPR_FUT6,EXPR_ELF3,0.9073664380763988,0.75,full_correlation_matrix
expression,EXPR_TTR,EXPR_GC,0.9070889109424598,0.75,full_correlation_matrix
expression,EXPR_SLC25A47,EXPR_APOF,0.9069692688943659,0.75,full_correlation_matrix
expression,EXPR_PON3,EXPR_PON1,0.9058975079079545,0.75,full_correlation_matrix
expression,EXPR_MLXIPL,EXPR_ITIH2,0.9056165078392212,0.75,full_correlation_matrix
expression,EXPR_HPN,EXPR_AMBP,0.9046727119665058,0.75,full_correlation_matrix
expression,EXPR_ACOT12,EXPR_ABCG8,0.9044985991833319,0.75,full_correlation_matrix
expression,EXPR_FOXA1,EXPR_C4BPB,0.9043517663582121,0.75,full_correlation_matrix
expression,EXPR_KIF12,EXPR_HNF1B,0.9031369774127074,0.75,full_correlation_matrix
expression,EXPR_SLC15A1,EXPR_CBLC,0.9016641471536503,0.75,full_correlation_matrix
expression,EXPR_TJP3,EXPR_FUT6,0.9008209792704209,0.75,full_correlation_matrix
expression,EXPR_SLC30A10,EXPR_HPR,0.900577349861923,0.75,full_correlation_matrix
expression,EXPR_CYP4F12,EXPR_CDHR5,0.9003365599665851,0.75,full_correlation_matrix
expression,EXPR_CYP3A3,EXPR_ADH4,0.899856616520813,0.75,full_correlation_matrix
expression,EXPR_LINC00518,EXPR_GAPDHS,0.8987687615864346,0.75,full_correlation_matrix
expression,EXPR_MIR9-1HG,EXPR_GFAP,0.8986570327875024,0.75,full_correlation_matrix
expression,EXPR_C9,EXPR_APOF,0.8986134503407909,0.75,full_correlation_matrix
expression,EXPR_FMO3,EXPR_ADH1A,0.8977932296381688,0.75,full_correlation_matrix
expression,EXPR_FOXA3,EXPR_FOXA2,0.8977323315036296,0.75,full_correlation_matrix
expression,EXPR_SLC45A2,EXPR_MLANA,0.8971233583169338,0.75,full_correlation_matrix
expression,EXPR_ASPDH,EXPR_ASGR1,0.8964022231060224,0.75,full_correlation_matrix
expression,EXPR_OLIG2,EXPR_OLIG1,0.8959764139522968,0.75,full_correlation_matrix
expression,EXPR_SLC6A1,EXPR_SLC38A3,0.8947719725816615,0.75,full_correlation_matrix
expression,EXPR_PAX3,EXPR_DCT,0.8938589980183643,0.75,full_correlation_matrix
expression,EXPR_MAL2,EXPR_ELF3,0.8932301527300105,0.75,full_correlation_matrix
expression,EXPR_DOM,EXPR_CYP4F3,0.8927511264946055,0.75,full_correlation_matrix
expression,EXPR_EXTL1,EXPR_DOM,0.8924217788043104,0.75,full_correlation_matrix
expression,EXPR_MTTP,EXPR_HPR,0.8920909579868209,0.75,full_correlation_matrix
expression,EXPR_AKR1C1,EXPR_AADAC,0.8913378856700112,0.75,full_correlation_matrix
expression,EXPR_HAL,EXPR_ARG1,0.8909772510058557,0.75,full_correlation_matrix
expression,EXPR_NSG1,EXPR_DOM,0.8897136277637862,0.75,full_correlation_matrix
expression,EXPR_RORC,EXPR_GPM6B,0.8895293899416462,0.75,full_correlation_matrix
expression,EXPR_SLC24A5,EXPR_PAX3,0.8890041956907644,0.75,full_correlation_matrix
expression,EXPR_AOX1,EXPR_ADH1A,0.8889477582325807,0.75,full_correlation_matrix
expression,EXPR_MAT1A,EXPR_CPB2,0.8879686401683429,0.75,full_correlation_matrix
expression,EXPR_MAGEA3,EXPR_MAGEA2,0.887067547177573,0.75,full_correlation_matrix
expression,EXPR_CLDN3,EXPR_ANKS4B,0.885715929548519,0.75,full_correlation_matrix
expression,EXPR_REG1B,EXPR_CTRB1,0.8854710181857661,0.75,full_correlation_matrix
expression,EXPR_TFF1,EXPR_AGR2,0.8843283609422041,0.75,full_correlation_matrix
expression,EXPR_TFAP2A,EXPR_RGN,0.8836566848998559,0.75,full_correlation_matrix
expression,EXPR_PCHC1,EXPR_KRT16,0.8830787746347865,0.75,full_correlation_matrix
expression,EXPR_SLC13A5,EXPR_PROC,0.8827257589036008,0.75,full_correlation_matrix
expression,EXPR_KRT5,EXPR_KRT14,0.8823745282140134,0.75,full_correlation_matrix
expression,EXPR_HAO2,EXPR_F9,0.8823132580267,0.75,full_correlation_matrix
expression,EXPR_GBP7,EXPR_C3P1,0.8806847263932422,0.75,full_correlation_matrix
expression,EXPR_ITGB6,EXPR_CEACAM6,0.8804309640651146,0.75,full_correlation_matrix
expression,EXPR_GFAP,EXPR_AQP4,0.8800573430030804,0.75,full_correlation_matrix
expression,EXPR_MAB21L4,EXPR_CBLC,0.8799427340384134,0.75,full_correlation_matrix
expression,EXPR_PIGR,EXPR_LGALS4,0.8792885094077358,0.75,full_correlation_matrix
expression,EXPR_F5,EXPR_C4BPB,0.8783870771727224,0.75,full_correlation_matrix
expression,EXPR_KRT16,EXPR_KRT14,0.8782962158087677,0.75,full_correlation_matrix
